NODE_ID,CYME_X,CYME_Y,LAT,LONG
'261014265',268746.9,-239355.22,35.32423918,-81.01877588
'258284409',270423.01,-238267.59,35.33358185,-80.99902603
'260935769',268859.09,-240724.26,35.31247923,-81.01745393
'258287438',269060.12,-240382.1,35.31541836,-81.01508517
'258287600',269033.15,-241073.36,35.30948049,-81.01540296
'258278426',269218.86,-241608.16,35.30488659,-81.01321471
'264341857',269847.99,-240581.89,35.31370218,-81.00580158
'258282153',270469.41,-239004,35.32725614,-80.99847929
'260863633',269831.51,-241218.1,35.30823718,-81.00599576
'258281540',268318.75,-240216.92,35.31683724,-81.02382084
