[GENERAL]
DATE=March 18, 2015 at 10:28:30
CYME_VERSION=5.04
CYMDIST_REVISION=02

[SI]

[CONCENTRIC NEUTRAL CABLE]
FORMAT_CONCENTRICNEUTRALCABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,NumberOfPhases,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,PhaseCondID,NeutralCondID,NeutralWires,InsulationType,InsulationDielectricConst,InsulationDiameter,Dab,Dbc,Dac,RatedLevel,ContinuousTemperatureRating,SCCurrentTemperatureRating,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Comments
WKVA_BK3,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.002040,0.703040,0.000000,0.685010,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 1/31/2013 - Tom Hahn
WLCH_BK1,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.028150,0.717910,0.025690,0.673300,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WLCH_BK3,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.023580,0.731090,0.032620,0.716390,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WLDC_BK1,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.062160,1.225340,0.000000,1.028080,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WLST_BK1,10.500000,10.500000,10.500000,10.500000,10.500000,13.000000,13.100000,0.050810,1.465650,0.000000,1.261920,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WLWL_BK2,12.500000,12.500000,12.500000,12.500000,12.500000,13.000000,13.100000,0.127530,1.644010,0.135030,1.595360,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WOOD_BK3,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.056740,1.080330,0.052100,0.987550,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WOOD_BK4,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.065410,0.992380,0.060770,0.923400,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WPKE_BK1,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.021640,0.548120,0.019940,0.521370,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WPKE_BK3,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.001700,0.545640,0.000000,2.029540,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WPRK_BK4,33.600000,33.600000,33.600000,33.600000,33.600000,13.000000,13.100000,0.050460,0.979910,0.033750,0.848130,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WRDG_BK1,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.069900,0.936170,0.050950,0.759940,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WRDG_BK2,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.037490,0.864780,0.026250,0.690080,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WRDL_BK1,10.500000,10.500000,10.500000,10.500000,10.500000,13.000000,13.100000,0.023060,1.742210,0.000000,1.602120,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WRDL_BK2,10.500000,10.500000,10.500000,10.500000,10.500000,13.000000,13.100000,0.023060,1.703900,0.000000,1.563810,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
WWHO_BK1,12.500000,12.500000,12.500000,12.500000,12.500000,13.000000,13.100000,0.291330,1.785680,0.000000,1.181820,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
XBYU_BK1,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.036920,0.819930,0.026250,0.707650,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
XBYU_BK2,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.036650,0.817680,0.025980,0.705980,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
XBYU_BK3,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.029310,0.806040,0.027670,0.718470,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
XCTI_BK1,10.500000,10.500000,10.500000,10.500000,10.500000,13.000000,13.100000,0.078880,1.435930,0.000000,1.161030,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
XCTY_BK1,12.500000,12.500000,12.500000,12.500000,12.500000,13.000000,13.100000,0.070270,1.442880,0.000000,1.161030,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
XRDS_BK1,44.800000,44.800000,44.800000,44.800000,44.800000,13.000000,13.100000,0.027620,0.664880,0.024500,0.625300,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
XRDS_BK2,44.800000,44.800000,44.800000,44.800000,44.800000,13.000000,13.100000,0.029990,0.709330,0.026870,0.664850,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZLWD_BK1,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.023330,1.126140,0.000000,0.992870,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZLWD_BK2,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.023330,1.202190,0.000000,1.068920,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZPHL_BK1,56.000000,56.000000,56.000000,56.000000,56.000000,13.000000,13.100000,0.035400,0.833560,0.032160,0.721170,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZPHL_BK2,33.600000,33.600000,33.600000,33.600000,33.600000,13.000000,13.100000,0.016470,0.956140,0.000000,0.845000,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZPHN_BK1,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.049120,0.907100,0.043130,2.330740,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZPHN_BK2,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.048760,0.908040,0.042770,2.329820,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZUBR_BK1,10.500000,10.500000,10.500000,10.500000,10.500000,13.000000,13.100000,0.023920,1.789510,0.000000,1.624650,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn
ZUBR_BK2,22.400000,22.400000,22.400000,22.400000,22.400000,13.000000,13.100000,0.023920,1.177450,0.000000,1.012590,Y,0.000000,,,,,,,,Y_Y,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,updated 10/07/2013 - Tom Hahn

[TRANSFORMER]
FORMAT_TRANSFORMER=ID,Type,KVA,KVLLprim,KVLLsec,Z1,Z0,Z0PrimSec,Z0PrimMag,Z0SecMag,XR,XR0,XR0PrimSec,XR0PrimMag,XR0SecMag,Conn,Rg_prim,Xg_prim,Rg_sec,Xg_sec,IsLTC,Taps,LowerBandwidth,UpperBandwidth,MinReg_Range,MaxReg_Range,Reversible,SelfCooledKVA,SelfCooledKVA_2,SelfCooledKVA_3,SelfCooledKVA_4,NoLoadLosses,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,SymbolID,PhaseShiftType,Comments,DryType
100_23/12KV,1,100.000000,22.860001,12.470000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100_35/23KV,1,100.000000,35.000000,22.860001,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
1000LF12C,1,333.330000,12.470000,0.480000,6.500000,6.500000,8.000000,20.000000,30.000000,10.000000,10.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
1000LF23C,1,333.330000,22.860001,0.480000,6.500000,6.500000,8.000000,20.000000,30.000000,10.000000,10.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
1000RF12C,1,333.330000,12.470000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
1000RF23C,1,333.330000,22.860001,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
1000VT12/23B,1,333.330000,25.000000,0.210000,5.750000,5.750000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
1000VT12/23C,1,333.330000,25.000000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
1000VT12C?,1,333.330000,12.470000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
1000VT23C?,1,333.330000,22.860000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,7.000000,7.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,333.330000,333.330000,333.330000,333.330000,0.000000,,,,,,0,0,,0
100CV13-24,1,100.000000,22.860000,4.160000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV13-72,1,100.000000,22.860000,12.470000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV13A,1,100.000000,22.860000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV13C,1,100.000000,22.860000,0.280000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV13D,1,100.000000,22.860000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV19-13,1,100.000000,35.000000,22.860000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV19A?,1,100.000000,33.000000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV72A,1,100.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV72D,1,100.000000,12.470000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100CV-DV-A,1,100.000000,22.860001,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100LP13A,1,100.000000,22.860000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100LP72/13A,1,100.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100PM13A,1,100.000000,22.860000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
100PM72A,1,100.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,2.000000,2.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,100.000000,100.000000,100.000000,100.000000,0.000000,,,,,,0,0,,0
101BC13A,1,10.000000,22.860000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
101BC19A?,1,10.000000,33.000000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
101BC72A,1,10.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
101BC-DV-A,1,10.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
10CSP13A,1,10.000000,22.860000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
10CSP19A?,1,10.000000,33.000000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
10CSP72A,1,10.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
10CSP-DV-A,1,10.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
10CV13A,1,10.000000,22.860000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
10CV72A,1,10.000000,12.470000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,10.000000,10.000000,10.000000,10.000000,0.000000,,,,,,0,0,,0
112RF12B,1,37.330000,12.470000,0.210000,5.000000,5.000000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,37.330000,37.330000,37.330000,37.330000,0.000000,,,,,,0,0,,0
112RF12C,1,37.330000,12.470000,0.480000,5.000000,5.000000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,37.330000,37.330000,37.330000,37.330000,0.000000,,,,,,0,0,,0
112RF23B,1,37.330000,22.860000,0.210000,5.000000,5.000000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,37.330000,37.330000,37.330000,37.330000,0.000000,,,,,,0,0,,0
112RF23C,1,37.330000,22.860000,0.480000,5.000000,5.000000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,37.330000,37.330000,37.330000,37.330000,0.000000,,,,,,0,0,,0
15000SUB,1,5000.000000,115000.000000,24000.000000,8.070000,8.070000,8.000000,20.000000,30.000000,18.000000,18.000000,30.000000,30.000000,30.000000,D_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,5000.000000,5000.000000,5000.000000,5000.000000,0.000000,,,,,,0,1,,0
1500RF23C,1,500.000000,22.860000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,8.000000,8.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,500.000000,500.000000,500.000000,500.000000,0.000000,,,,,,0,0,,0
1500RF23E,1,500.000000,22.860000,0.600000,5.750000,5.750000,8.000000,20.000000,30.000000,8.000000,8.000000,30.000000,30.000000,30.000000,Y_D,0.000000,0.000000,0.000000,0.000000,,,,,,,1,500.000000,500.000000,500.000000,500.000000,0.000000,,,,,,0,1,,0
1500RFS23C,1,500.000000,22.860000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,8.000000,8.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,500.000000,500.000000,500.000000,500.000000,0.000000,,,,,,0,0,,0
1500VT12/23C,1,500.000000,25.000000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,8.000000,8.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,500.000000,500.000000,500.000000,500.000000,0.000000,,,,,,0,0,,0
1500VT23C?,1,500.000000,25.000000,0.480000,5.750000,5.750000,8.000000,20.000000,30.000000,8.000000,8.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,500.000000,500.000000,500.000000,500.000000,0.000000,,,,,,0,0,,0
150LF12B,1,50.000000,12.470000,0.210000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150LF12C,1,50.000000,12.470000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150LF23B,1,50.000000,22.860000,0.210000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150LF23C,1,50.000000,22.860000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150RF12B,1,50.000000,12.470000,0.210000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150RF12C,1,50.000000,12.470000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150RF23B,1,50.000000,22.860000,0.210000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150RF23C,1,50.000000,22.860000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150VT12B?,1,50.000000,12.470000,0.210000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150VT12C?,1,50.000000,12.470000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150VT23B?,1,50.000000,22.860000,0.210000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
150VT23C?,1,50.000000,22.860000,0.480000,4.500000,4.500000,8.000000,20.000000,30.000000,4.000000,4.000000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,50.000000,50.000000,50.000000,50.000000,0.000000,,,,,,0,0,,0
151BC13A,1,15.000000,22.860000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,15.000000,15.000000,15.000000,15.000000,0.000000,,,,,,0,0,,0
151BC19A?,1,15.000000,33.000000,0.240000,4.500000,4.500000,8.000000,20.000000,30.000000,1.100000,1.100000,30.000000,30.000000,30.000000,Y_Y,0.000000,0.000000,0.000000,0.000000,,,,,,,1,15.000000,15.000000,15.000000,15.000000,0.000000,,,,,,0,0,,0
